speed_0,speed_1,grabMsec,tram_mode_dbw_feedback,tram_mode_applied_control,m_speed_mode_driver,episode
15.82,16.0,295973,7,0,7,new.003.026.
16.5,16.68,296074,7,0,7,new.003.026.
16.5,16.68,296176,7,0,7,new.003.026.
17.17,17.35,296279,7,0,7,new.003.027.
17.17,17.35,296386,7,0,7,new.003.027.
17.79,18.01,296479,5,0,5,new.003.027.
17.79,18.01,296581,5,0,5,new.003.027.
18.36,18.59,296684,3,0,3,new.003.027.
18.36,18.59,296787,3,0,3,new.003.027.
18.86,19.0,296882,3,0,3,new.003.027.
18.86,19.0,296993,3,0,3,new.003.027.
19.17,19.36,297096,3,0,3,new.003.027.
19.6,19.36,297187,3,0,3,new.003.027.
19.6,19.54,297289,3,0,3,new.003.027.
19.84,19.54,297393,3,0,3,new.003.027.
19.84,19.85,297494,3,0,3,new.003.027.
20.1,19.85,297595,3,0,3,new.003.027.
20.1,20.26,297701,3,0,3,new.003.027.
20.54,20.26,297803,3,0,3,new.003.027.
20.54,20.53,297968,3,0,3,new.003.027.
20.81,20.53,298008,3,0,3,new.003.027.
20.81,20.91,298213,3,0,3,new.003.027.
21.18,20.91,298308,3,0,3,new.003.027.
21.18,21.3,298410,3,0,3,new.003.027.
21.59,21.3,298514,3,0,3,new.003.027.
21.59,21.55,298617,3,0,3,new.003.027.
21.89,21.55,298720,3,0,3,new.003.027.
21.89,22.04,298822,3,0,3,new.003.027.
22.22,22.04,298924,3,0,3,new.003.027.
22.22,22.35,299027,3,0,3,new.003.027.
22.56,22.35,299130,3,0,3,new.003.027.
22.56,22.61,299225,3,0,3,new.003.027.
22.82,22.61,299325,3,0,3,new.003.027.
22.82,23.04,299434,3,0,3,new.003.027.
23.240000000000002,23.04,299534,5,0,5,new.003.027.
23.240000000000002,23.3,299633,5,0,5,new.003.027.
23.580000000000002,23.3,299735,7,0,7,new.003.027.
23.580000000000002,23.72,299843,7,0,7,new.003.027.
24.080000000000002,23.72,299945,7,0,7,new.003.027.
24.080000000000002,24.3,300047,7,0,7,new.003.027.
24.810000000000002,24.3,300143,7,0,7,new.003.027.
24.810000000000002,25.060000000000002,300249,7,0,7,new.003.027.
25.52,25.060000000000002,300341,7,0,7,new.003.027.
25.52,25.95,300443,7,0,7,new.003.027.
26.42,25.95,300545,5,0,5,new.003.027.
26.42,26.7,300653,5,0,5,new.003.027.
27.25,26.7,300752,5,0,5,new.003.027.
27.25,27.18,300853,5,0,5,new.003.027.
27.76,27.61,300954,3,0,3,new.003.027.
27.76,27.61,301052,3,0,3,new.003.027.
28.1,27.94,301156,3,0,3,new.003.027.
28.1,27.94,301257,3,0,3,new.003.027.
28.310000000000002,28.5,301361,3,0,3,new.003.027.
28.310000000000002,28.5,301464,15,0,0,new.003.027.
28.8,28.88,301561,15,0,0,new.003.027.
28.8,28.88,301661,15,0,0,new.003.027.
29.04,29.05,301765,15,0,0,new.003.027.
29.04,29.05,301871,15,0,0,new.003.027.
29.060000000000002,28.71,301977,15,0,0,new.003.027.
29.060000000000002,28.71,302079,15,0,0,new.003.027.
29.310000000000002,28.810000000000002,302176,15,0,0,new.003.027.
29.310000000000002,28.810000000000002,302282,15,0,0,new.003.027.
28.96,29.240000000000002,302383,15,0,0,new.003.027.
28.96,29.240000000000002,302485,15,0,0,new.003.027.
29.060000000000002,29.11,302588,15,0,3,new.003.027.
29.060000000000002,29.11,302681,3,0,3,new.003.027.
28.85,28.87,302805,3,0,3,new.003.027.
28.85,29.02,302907,3,0,3,new.003.027.
28.89,29.02,303010,3,0,3,new.003.027.
28.89,28.88,303103,3,0,3,new.003.027.
28.85,28.88,303206,3,0,3,new.003.027.
28.85,28.97,303301,3,0,3,new.003.027.
29.17,28.97,303405,3,0,3,new.003.027.
29.17,29.09,303509,3,0,3,new.003.027.
29.17,29.09,303610,3,0,3,new.003.027.
29.17,29.25,303712,5,0,5,new.003.027.
29.5,29.25,303805,7,0,7,new.003.027.
29.5,29.5,303908,7,0,7,new.003.027.
29.91,29.5,304010,7,0,7,new.003.027.
29.91,30.01,304112,7,0,7,new.003.027.
30.330000000000002,30.01,304213,5,0,5,new.003.027.
30.330000000000002,30.55,304316,5,0,5,new.003.027.
30.73,30.55,304418,3,0,3,new.003.027.
30.73,30.85,304520,3,0,3,new.003.027.
31.36,30.85,304614,3,0,3,new.003.027.
31.36,31.19,304721,3,0,3,new.003.027.
31.35,31.19,304824,3,0,3,new.003.027.
31.35,31.470000000000002,304929,3,0,3,new.003.027.
31.71,31.470000000000002,305021,3,0,3,new.003.027.
31.71,31.79,305132,15,0,0,new.003.027.
31.8,31.79,305246,15,0,0,new.003.027.
31.8,32.02,305396,15,0,0,new.003.027.
32.0,32.02,305437,15,0,0,new.003.027.
32.0,31.92,305538,15,0,0,new.003.027.
31.76,31.92,305640,15,0,0,new.003.027.
31.76,32.13,305747,15,0,0,new.003.027.
32.13,32.13,305904,15,0,0,new.003.027.
32.13,31.68,305945,15,0,0,new.003.027.
31.85,31.68,306139,15,0,0,new.003.027.
31.85,31.91,306243,15,0,0,new.003.027.
31.87,31.91,306350,15,0,0,new.003.028.
31.87,31.650000000000002,306452,15,0,0,new.003.028.
31.89,31.830000000000002,306556,15,0,0,new.003.028.
31.89,31.830000000000002,306653,3,0,3,new.003.028.
31.71,31.650000000000002,306755,3,0,3,new.003.028.
31.71,31.650000000000002,306858,3,0,3,new.003.028.
31.75,31.61,306961,3,0,3,new.003.028.
31.75,31.61,307064,3,0,3,new.003.028.
31.66,31.68,307167,3,0,3,new.003.028.
31.66,31.68,307260,3,0,3,new.003.028.
31.470000000000002,31.68,307364,3,0,3,new.003.028.
31.470000000000002,31.68,307467,3,0,3,new.003.028.
31.8,31.69,307573,3,0,3,new.003.028.
31.8,31.69,307674,15,0,0,new.003.028.
32.0,32.08,307775,15,0,0,new.003.028.
32.0,32.08,307877,15,0,0,new.003.028.
32.2,32.33,307973,15,0,0,new.003.028.
32.2,32.33,308073,15,0,0,new.003.028.
32.18,32.09,308187,15,0,0,new.003.028.
32.18,32.09,308280,15,0,0,new.003.028.
32.53,32.230000000000004,308383,15,0,0,new.003.028.
32.53,32.230000000000004,308485,15,0,0,new.003.028.
32.11,32.19,308587,15,0,0,new.003.028.
32.11,32.19,308689,15,0,0,new.003.028.
32.4,32.14,308786,15,0,0,new.003.028.
32.1,32.14,308888,15,0,0,new.003.028.
32.1,32.230000000000004,308990,15,0,0,new.003.028.
32.19,32.230000000000004,309096,15,0,0,new.003.028.
32.19,32.28,309197,15,0,0,new.003.028.
32.17,32.28,309298,15,0,0,new.003.028.
32.17,32.13,309398,3,0,3,new.003.028.
32.14,32.13,309500,3,0,3,new.003.028.
32.14,32.160000000000004,309607,3,0,3,new.003.028.
32.2,32.160000000000004,309713,3,0,3,new.003.028.
32.2,32.21,309805,3,0,3,new.003.028.
32.51,32.21,309908,5,0,5,new.003.028.
32.51,32.62,310011,5,0,5,new.003.028.
32.480000000000004,32.62,310112,5,0,5,new.003.028.
32.480000000000004,32.39,310214,7,0,7,new.003.028.
32.52,32.39,310315,7,0,7,new.003.028.
32.52,32.7,310420,7,0,7,new.003.028.
33.09,32.7,310515,7,0,7,new.003.028.
33.09,33.21,310616,7,0,7,new.003.028.
33.46,33.8,310740,7,0,7,new.003.028.
34.12,33.8,310844,7,0,7,new.003.028.
34.12,34.31,310939,7,0,7,new.003.028.
34.65,34.31,311035,9,0,9,new.003.028.
34.65,35.0,311138,9,0,9,new.003.028.
35.42,35.0,311244,11,0,11,new.003.028.
35.42,35.64,311340,11,0,11,new.003.028.
36.28,35.64,311443,11,0,11,new.003.028.
36.28,36.26,311538,11,0,11,new.003.028.
37.0,36.26,311641,11,0,11,new.003.028.
37.0,37.43,311746,11,0,11,new.003.028.
38.09,37.43,311839,11,0,11,new.003.028.
38.09,38.33,311951,11,0,11,new.003.028.
38.82,38.33,312054,11,0,11,new.003.028.
38.82,38.97,312149,9,0,9,new.003.028.
39.550000000000004,40.08,312251,9,0,9,new.003.028.
39.550000000000004,40.08,312354,9,0,9,new.003.028.
40.37,40.7,312459,9,0,9,new.003.028.
40.37,40.7,312560,9,0,9,new.003.028.
41.09,41.07,312661,9,0,9,new.003.028.
41.09,41.07,312763,9,0,9,new.003.028.
41.62,41.9,312857,9,0,9,new.003.028.
41.62,41.9,312959,7,0,7,new.003.028.
42.480000000000004,42.72,313061,5,0,5,new.003.028.
42.480000000000004,42.72,313172,3,0,3,new.003.028.
42.99,42.97,313273,3,0,3,new.003.028.
42.99,42.97,313374,3,0,3,new.003.028.
43.21,43.22,313476,15,0,0,new.003.028.
43.21,43.22,313571,15,0,0,new.003.028.
43.54,43.51,313674,15,0,0,new.003.028.
43.54,43.51,313776,15,0,0,new.003.028.
43.64,43.09,313979,15,0,0,new.003.028.
43.64,43.09,314076,15,0,0,new.003.028.
43.9,43.660000000000004,314185,15,0,0,new.003.028.
43.44,43.7,314383,15,0,0,new.003.028.
43.62,43.7,314484,15,0,0,new.003.028.
43.62,43.45,314588,15,0,0,new.003.028.
43.71,43.45,314694,15,0,0,new.003.028.
43.71,43.76,314793,15,0,0,new.003.028.
43.47,43.76,314906,15,0,0,new.003.028.
43.47,43.33,314996,15,0,0,new.003.028.
43.62,43.33,315099,15,0,0,new.003.028.
43.62,43.550000000000004,315202,15,0,0,new.003.028.
43.21,43.550000000000004,315303,15,0,0,new.003.028.
43.21,43.43,315404,15,0,0,new.003.028.
43.35,43.43,315505,15,0,0,new.003.028.
43.35,43.22,315607,15,0,0,new.003.028.
43.43,43.22,315710,15,0,0,new.003.028.
43.43,43.300000000000004,315813,15,0,0,new.003.028.
43.49,43.300000000000004,315907,15,0,0,new.003.028.
43.49,43.26,316013,-3,0,-3,new.003.028.
43.230000000000004,43.26,316118,-7,0,-7,new.003.028.
43.230000000000004,43.25,316222,-9,0,-9,new.003.028.
43.29,43.25,316319,-9,0,-9,new.003.029.
43.29,43.14,316423,-9,0,-9,new.003.029.
43.38,43.14,316527,-9,0,-9,new.003.029.
43.38,43.01,316628,-9,0,-9,new.003.029.
42.68,43.01,316734,-9,0,-9,new.003.029.
42.68,42.910000000000004,316825,-9,0,-9,new.003.029.
42.5,42.910000000000004,316928,-7,0,-7,new.003.029.
42.5,41.92,317029,-5,0,-5,new.003.029.
41.89,41.92,317130,-3,0,-3,new.003.029.
41.89,41.72,317233,15,0,0,new.003.029.
41.62,41.72,317338,15,0,0,new.003.029.
41.62,41.14,317439,15,0,3,new.003.029.
41.33,41.14,317540,3,0,3,new.003.029.
41.33,41.09,317636,3,0,3,new.003.029.
41.230000000000004,41.09,317749,3,0,3,new.003.029.
41.230000000000004,41.1,317847,3,0,3,new.003.029.
41.1,41.1,317949,3,0,3,new.003.029.
41.1,41.04,318051,3,0,3,new.003.029.
41.1,40.87,318153,3,0,3,new.003.029.
41.1,40.87,318254,3,0,3,new.003.029.
41.15,41.18,318355,3,0,3,new.003.029.
41.07,41.22,318467,3,0,3,new.003.029.
41.07,41.22,318569,3,0,3,new.003.029.
41.24,41.35,318671,3,0,3,new.003.029.
41.24,41.35,318773,3,0,3,new.003.029.
41.38,41.59,318875,3,0,3,new.003.029.
41.38,41.59,318977,5,0,5,new.003.029.
41.69,41.83,319079,5,0,5,new.003.029.
41.69,41.83,319173,7,0,7,new.003.029.
42.0,42.02,319275,7,0,7,new.003.029.
42.0,42.02,319379,7,0,7,new.003.029.
42.57,42.61,319473,7,0,7,new.003.029.
42.57,42.61,319575,7,0,7,new.003.029.
43.15,43.25,319676,5,0,5,new.003.029.
43.15,43.25,319777,3,0,3,new.003.029.
43.480000000000004,43.67,319879,3,0,3,new.003.029.
43.480000000000004,43.67,319988,3,0,3,new.003.029.
43.81,43.95,320093,3,0,3,new.003.029.
44.06,43.95,320203,3,0,3,new.003.029.
44.06,44.25,320365,3,0,3,new.003.029.
44.49,44.25,320385,3,0,3,new.003.029.
44.49,44.38,320488,3,0,3,new.003.029.
44.6,44.38,320591,3,0,3,new.003.029.
44.6,44.63,320694,3,0,3,new.003.029.
44.800000000000004,44.63,320804,3,0,3,new.003.029.
44.800000000000004,44.85,320898,3,0,3,new.003.029.
45.14,44.85,321001,3,0,3,new.003.029.
45.14,45.230000000000004,321103,3,0,3,new.003.029.
45.4,45.230000000000004,321205,3,0,3,new.003.029.
45.4,45.480000000000004,321308,3,0,3,new.003.029.
45.35,45.480000000000004,321414,3,0,3,new.003.029.
45.35,45.6,321567,3,0,3,new.003.029.
45.77,45.6,321607,3,0,3,new.003.029.
45.77,46.07,321770,3,0,3,new.003.029.
46.18,46.07,321811,3,0,3,new.003.029.
46.18,46.160000000000004,322015,3,0,3,new.003.029.
46.46,46.160000000000004,322116,3,0,3,new.003.029.
46.46,46.45,322219,3,0,3,new.003.029.
46.660000000000004,46.45,322326,3,0,3,new.003.029.
46.660000000000004,46.57,322419,15,0,0,new.003.029.
46.77,46.57,322524,15,0,0,new.003.029.
46.77,47.12,322627,15,0,0,new.003.029.
46.87,47.12,322729,15,0,0,new.003.029.
46.87,47.06,322833,15,0,0,new.003.029.
46.7,47.06,322927,15,0,0,new.003.029.
46.7,46.89,323030,15,0,0,new.003.029.
47.17,46.89,323133,15,0,0,new.003.029.
47.17,46.99,323236,-3,0,-3,new.003.029.
46.65,46.99,323338,-5,0,-5,new.003.029.
46.65,46.9,323440,-7,0,-7,new.003.029.
46.84,46.9,323543,-9,0,-9,new.003.029.
46.84,46.9,323645,-9,0,-9,new.003.029.
47.160000000000004,46.9,323743,-9,0,-9,new.003.029.
47.160000000000004,46.54,323846,-9,0,-9,new.003.029.
46.6,46.59,323950,-9,0,-9,new.003.029.
46.6,46.59,324055,-9,0,-9,new.003.029.
46.5,46.22,324147,-9,0,-9,new.003.029.
46.5,46.22,324249,-9,0,-9,new.003.029.
45.84,45.46,324353,-9,0,-9,new.003.029.
45.84,45.46,324455,-9,0,-9,new.003.029.
45.11,44.75,324563,-9,0,-9,new.003.029.
45.11,44.75,324666,-9,0,-9,new.003.029.
44.550000000000004,43.93,324757,-7,0,-7,new.003.029.
44.550000000000004,43.93,324869,-5,0,-5,new.003.029.
43.29,43.52,324970,15,0,0,new.003.029.
43.29,43.52,325068,15,0,0,new.003.029.
42.74,43.09,325166,15,0,0,new.003.029.
42.74,43.09,325268,15,0,0,new.003.029.
42.84,42.79,325368,15,0,0,new.003.029.
42.84,42.79,325471,15,0,0,new.003.029.
42.75,42.67,325574,15,0,0,new.003.029.
42.75,42.67,325677,15,0,0,new.003.029.
42.6,42.76,325779,15,0,0,new.003.029.
42.6,42.76,325874,15,0,0,new.003.029.
42.47,42.47,325975,15,0,0,new.003.029.
42.47,42.47,326083,15,0,0,new.003.029.
42.72,42.72,326189,15,0,0,new.003.029.
42.72,42.72,326281,15,0,0,new.003.029.
42.4,42.35,326386,15,0,0,new.003.030.
42.54,42.35,326492,15,0,0,new.003.030.
42.54,42.52,326593,15,0,0,new.003.030.
42.64,42.52,326697,15,0,0,new.003.030.
42.64,42.4,326798,15,0,0,new.003.030.
42.44,42.230000000000004,326910,15,0,0,new.003.030.
42.300000000000004,42.230000000000004,327014,15,0,0,new.003.030.
42.300000000000004,42.34,327107,3,0,3,new.003.030.
42.38,42.34,327213,3,0,3,new.003.030.
42.38,42.39,327317,3,0,3,new.003.030.
42.47,42.39,327412,3,0,3,new.003.030.
42.47,42.28,327513,3,0,3,new.003.030.
42.14,42.28,327616,3,0,3,new.003.030.
42.14,42.08,327713,3,0,3,new.003.030.
42.38,42.08,327815,15,0,0,new.003.030.
42.38,42.32,327920,15,0,0,new.003.030.
42.39,42.32,328021,15,0,0,new.003.030.
42.39,42.44,328122,15,0,0,new.003.030.
41.81,42.44,328224,15,0,0,new.003.030.
41.81,42.09,328325,15,0,0,new.003.030.
42.4,42.09,328429,15,0,0,new.003.030.
42.4,42.410000000000004,328531,15,0,0,new.003.030.
42.24,42.410000000000004,328631,-3,0,-3,new.003.030.
42.24,42.36,328735,-7,0,-7,new.003.030.
42.28,42.36,328838,-9,0,-9,new.003.030.
42.28,41.85,328931,-9,0,-9,new.003.030.
41.9,41.85,329034,-9,0,-9,new.003.030.
41.9,41.92,329136,-9,0,-9,new.003.030.
41.660000000000004,41.92,329241,-9,0,-9,new.003.030.
41.660000000000004,41.83,329345,-9,0,-9,new.003.030.
41.62,41.83,329439,-9,0,-9,new.003.030.
41.62,41.37,329544,-7,0,-7,new.003.030.
41.04,41.37,329646,-7,0,-7,new.003.030.
41.04,40.88,329747,-5,0,-5,new.003.030.
40.46,40.38,329849,-3,0,-3,new.003.030.
40.46,40.38,330012,15,0,0,new.003.030.
40.14,40.15,330052,15,0,0,new.003.030.
40.14,40.15,330256,15,0,0,new.003.030.
40.0,40.01,330354,15,0,0,new.003.030.
39.92,39.92,330465,15,0,0,new.003.030.
39.92,39.92,330661,15,0,0,new.003.030.
40.09,39.9,330767,15,0,0,new.003.030.
39.84,39.89,330971,15,0,0,new.003.030.
39.84,39.89,331064,15,0,0,new.003.030.
39.93,39.74,331173,15,0,0,new.003.030.
39.93,39.74,331275,15,0,0,new.003.030.
39.97,39.67,331377,15,0,0,new.003.030.
39.97,39.67,331473,15,0,0,new.003.030.
39.75,39.87,331575,15,0,0,new.003.030.
39.75,39.87,331677,15,0,0,new.003.030.
39.93,39.65,331783,15,0,0,new.003.030.
39.93,39.65,331882,15,0,0,new.003.030.
39.56,39.660000000000004,331986,15,0,0,new.003.030.
39.56,39.660000000000004,332085,15,0,0,new.003.030.
39.71,39.54,332188,15,0,0,new.003.030.
39.71,39.54,332280,15,0,0,new.003.030.
39.71,39.63,332382,15,0,0,new.003.030.
39.6,39.63,332484,-3,0,-3,new.003.030.
39.6,39.45,332596,-5,0,-5,new.003.030.
39.71,39.45,332690,-5,0,-5,new.003.030.
39.71,39.47,332792,-5,0,-5,new.003.030.
39.26,39.47,332897,-5,0,-5,new.003.030.
39.26,39.57,332998,-5,0,-5,new.003.030.
39.26,39.57,333093,-5,0,-5,new.003.030.
39.26,39.300000000000004,333199,-5,0,-5,new.003.030.
38.97,39.300000000000004,333301,-5,0,-5,new.003.030.
38.97,38.86,333397,-5,0,-5,new.003.030.
38.74,38.86,333506,-5,0,-5,new.003.030.
38.74,38.62,333607,-5,0,-5,new.003.030.
38.38,38.62,333709,-5,0,-5,new.003.030.
38.38,38.18,333811,-3,0,-3,new.003.030.
38.09,38.18,333905,15,0,0,new.003.030.
38.09,37.83,334008,15,0,3,new.003.030.
37.87,37.83,334110,3,0,3,new.003.030.
37.87,37.660000000000004,334211,3,0,3,new.003.030.
37.62,37.660000000000004,334312,3,0,3,new.003.030.
37.62,37.42,334419,3,0,3,new.003.030.
37.6,37.42,334520,5,0,5,new.003.030.
37.6,37.65,334622,5,0,5,new.003.030.
37.410000000000004,37.65,334724,7,0,7,new.003.030.
37.410000000000004,37.660000000000004,334829,9,0,9,new.003.030.
38.050000000000004,37.660000000000004,334924,9,0,9,new.003.030.
38.050000000000004,37.96,335025,9,0,9,new.003.030.
38.37,37.96,335139,7,0,7,new.003.030.
38.37,38.42,335230,7,0,7,new.003.030.
39.050000000000004,38.42,335339,7,0,7,new.003.030.
39.050000000000004,39.11,335434,7,0,7,new.003.030.
39.22,39.11,335535,7,0,7,new.003.030.
39.22,39.85,335636,7,0,7,new.003.030.
40.160000000000004,40.18,335751,7,0,7,new.003.030.
40.730000000000004,40.18,335864,7,0,7,new.003.030.
40.730000000000004,40.95,335966,7,0,7,new.003.030.
41.54,41.42,336058,7,0,7,new.003.030.
41.54,41.42,336161,7,0,7,new.003.030.
42.1,42.26,336263,7,0,7,new.003.030.
42.1,42.26,336355,7,0,7,new.003.031.
42.63,43.03,336458,7,0,7,new.003.031.
42.63,43.03,336563,7,0,7,new.003.031.
43.19,43.47,336666,7,0,7,new.003.031.
43.19,43.47,336758,7,0,7,new.003.031.
43.980000000000004,44.050000000000004,336866,7,0,7,new.003.031.
43.980000000000004,44.050000000000004,336970,7,0,7,new.003.031.
44.59,44.550000000000004,337068,7,0,7,new.003.031.
44.59,44.550000000000004,337160,5,0,5,new.003.031.
44.99,45.36,337263,5,0,5,new.003.031.
44.99,45.36,337365,5,0,5,new.003.031.
45.39,45.63,337467,3,0,3,new.003.031.
45.39,45.63,337579,3,0,3,new.003.031.
45.89,45.88,337681,15,0,0,new.003.031.
45.89,45.88,337776,15,0,0,new.003.031.
46.07,46.160000000000004,337878,15,0,0,new.003.031.
46.07,46.160000000000004,337981,15,0,0,new.003.031.
46.01,45.81,338082,15,0,0,new.003.031.
46.01,45.81,338185,15,0,0,new.003.031.
46.410000000000004,46.160000000000004,338287,15,0,0,new.003.031.
45.69,46.160000000000004,338388,15,0,0,new.003.031.
45.69,45.77,338489,15,0,0,new.003.031.
46.0,45.77,338592,15,0,0,new.003.031.
46.0,45.87,338688,15,0,0,new.003.031.
46.06,45.87,338791,15,0,0,new.003.031.
46.06,46.02,338896,3,0,3,new.003.031.
45.85,46.02,338999,3,0,3,new.003.031.
45.85,45.63,339093,3,0,3,new.003.031.
45.93,45.63,339296,3,0,3,new.003.031.
45.93,45.93,339401,3,0,3,new.003.031.
46.04,45.93,339497,3,0,3,new.003.031.
46.04,45.81,339602,3,0,3,new.003.031.
46.08,45.81,339703,3,0,3,new.003.031.
46.08,46.02,339810,3,0,3,new.003.031.
46.12,46.02,339907,3,0,3,new.003.031.
46.12,46.34,340013,3,0,3,new.003.031.
46.31,46.34,340117,3,0,3,new.003.031.
46.31,46.4,340209,3,0,3,new.003.031.
46.86,46.4,340312,3,0,3,new.003.031.
46.86,46.53,340413,3,0,3,new.003.031.
46.71,46.53,340524,3,0,3,new.003.031.
46.71,46.76,340628,3,0,3,new.003.031.
46.94,46.76,340731,3,0,3,new.003.031.
46.94,47.08,340825,15,0,0,new.003.031.
47.33,47.08,340926,15,0,0,new.003.031.
47.33,47.32,341023,15,0,0,new.003.031.
47.2,47.32,341126,15,0,0,new.003.031.
47.2,47.36,341230,15,0,0,new.003.031.
47.06,47.36,341332,-5,0,-5,new.003.031.
47.06,46.99,341434,-5,0,-5,new.003.031.
47.43,46.99,341535,-5,0,-5,new.003.031.
47.43,47.160000000000004,341637,-7,0,-7,new.003.031.
47.25,47.160000000000004,341739,-7,0,-7,new.003.031.
47.25,47.1,341843,-7,0,-7,new.003.031.
47.12,47.1,341944,-9,0,-9,new.003.031.
47.12,47.12,342045,-9,0,-9,new.003.031.
46.85,47.12,342148,-9,0,-9,new.003.031.
46.85,46.64,342253,-9,0,-9,new.003.031.
46.38,46.21,342353,-9,0,-9,new.003.031.
46.38,46.21,342445,-9,0,-9,new.003.031.
45.980000000000004,45.65,342553,-9,0,-9,new.003.031.
45.980000000000004,45.65,342654,-9,0,-9,new.003.031.
45.21,44.79,342757,-7,0,-7,new.003.031.
45.21,44.79,342862,-5,0,-5,new.003.031.
44.14,44.34,342967,-3,0,-3,new.003.031.
44.14,44.34,343062,15,0,0,new.003.031.
43.99,43.93,343166,15,0,0,new.003.031.
43.99,43.93,343264,15,0,0,new.003.031.
43.69,43.43,343367,15,0,0,new.003.031.
43.69,43.43,343471,15,0,0,new.003.031.
43.62,43.480000000000004,343566,15,0,0,new.003.031.
43.62,43.480000000000004,343669,15,0,0,new.003.031.
43.42,43.42,343774,15,0,0,new.003.031.
43.42,43.42,343876,15,0,0,new.003.031.
43.49,43.21,343981,15,0,0,new.003.031.
43.52,43.35,344091,15,0,0,new.003.031.
43.22,43.35,344197,15,0,0,new.003.031.
43.22,43.17,344302,15,0,0,new.003.031.
43.37,43.17,344393,15,0,0,new.003.031.
43.37,43.11,344495,15,0,0,new.003.031.
43.09,43.11,344599,15,0,0,new.003.031.
43.09,43.07,344703,15,0,0,new.003.031.
43.21,43.07,344794,15,0,0,new.003.031.
43.21,43.18,344906,15,0,0,new.003.031.
43.17,43.18,344997,15,0,0,new.003.031.
43.17,42.85,345101,15,0,0,new.003.031.
43.02,42.85,345204,15,0,0,new.003.031.
43.02,43.07,345306,-3,0,-3,new.003.031.
43.02,43.07,345407,-5,0,-5,new.003.031.
43.02,42.81,345509,-7,0,-7,new.003.031.
42.74,42.81,345611,-7,0,-7,new.003.031.
42.74,42.83,345713,-7,0,-7,new.003.031.
42.82,42.83,345816,-7,0,-7,new.003.031.
42.82,42.62,345910,-7,0,-7,new.003.031.
42.2,42.62,346011,-7,0,-7,new.003.031.
42.2,42.17,346116,-7,0,-7,new.003.031.
42.14,42.17,346220,-7,0,-7,new.003.031.
42.14,41.85,346321,-7,0,-7,new.003.031.
41.45,41.85,346420,-7,0,-7,new.003.032.
41.45,41.36,346523,-7,0,-7,new.003.032.
41.12,41.36,346629,-7,0,-7,new.003.032.
41.12,40.93,346791,-7,0,-7,new.003.032.
40.78,40.93,346832,-7,0,-7,new.003.032.
40.78,40.59,346995,-7,0,-7,new.003.032.
40.35,40.59,347031,-7,0,-7,new.003.032.
40.35,40.15,347234,-7,0,-7,new.003.032.
39.87,40.15,347337,-7,0,-7,new.003.032.
39.87,39.51,347440,-7,0,-7,new.003.032.
39.38,39.51,347544,-7,0,-7,new.003.032.
39.38,39.19,347646,-7,0,-7,new.003.032.
38.85,38.67,347740,-5,0,-5,new.003.032.
38.85,38.67,347845,-3,0,-3,new.003.032.
38.38,38.42,347947,15,0,0,new.003.032.
38.38,38.42,348046,15,0,0,new.003.032.
38.17,38.06,348150,15,0,0,new.003.032.
38.17,38.06,348253,15,0,0,new.003.032.
37.69,37.980000000000004,348356,15,0,0,new.003.032.
37.69,37.980000000000004,348455,15,0,0,new.003.032.
37.910000000000004,37.78,348561,15,0,0,new.003.032.
37.910000000000004,37.78,348656,15,0,0,new.003.032.
37.75,37.72,348757,15,0,0,new.003.032.
37.75,37.72,348870,15,0,0,new.003.032.
37.69,37.78,348961,15,0,0,new.003.032.
37.69,37.78,349064,15,0,0,new.003.032.
37.71,37.730000000000004,349165,15,0,0,new.003.032.
37.71,37.730000000000004,349266,15,0,0,new.003.032.
37.82,37.51,349368,15,0,0,new.003.032.
37.82,37.51,349469,15,0,0,new.003.032.
37.550000000000004,37.61,349570,15,0,0,new.003.032.
37.550000000000004,37.61,349672,15,0,0,new.003.032.
37.7,37.47,349776,15,0,0,new.003.032.
37.7,37.47,349872,15,0,0,new.003.032.
37.46,37.57,349984,-7,0,-7,new.003.032.
37.54,37.57,350085,-7,0,-7,new.003.032.
37.54,37.46,350187,-7,0,-7,new.003.032.
37.58,37.46,350288,-7,0,-7,new.003.032.
37.58,37.32,350391,-7,0,-7,new.003.032.
37.36,37.32,350484,-7,13,-7,new.003.032.
37.36,37.33,350588,-7,11,-7,new.003.032.
37.17,37.33,350693,-7,11,-7,new.003.032.
37.17,37.1,350794,-7,11,-7,new.003.032.
36.84,37.1,350898,-7,11,-7,new.003.032.
36.84,36.45,350994,-7,9,-7,new.003.032.
36.44,36.45,351095,-7,9,-7,new.003.032.
36.44,36.29,351200,-7,9,-7,new.003.032.
35.96,36.29,351301,-7,9,-7,new.003.032.
35.96,35.94,351410,-7,9,-7,new.003.032.
35.54,35.94,351507,-7,9,-7,new.003.032.
35.54,35.33,351611,-7,9,-7,new.003.032.
35.13,35.33,351713,-5,9,-5,new.003.032.
35.13,34.84,351805,-3,9,-3,new.003.032.
34.72,34.84,351915,15,9,0,new.003.032.
34.72,34.74,352010,15,9,0,new.003.032.
34.46,34.74,352112,15,7,0,new.003.032.
34.46,34.34,352223,15,7,0,new.003.032.
34.38,34.2,352337,15,7,0,new.003.032.
34.29,34.2,352433,15,7,0,new.003.032.
34.29,34.26,352537,15,7,0,new.003.032.
34.27,34.26,352640,15,7,0,new.003.032.
34.27,34.160000000000004,352740,15,5,0,new.003.032.
34.12,34.160000000000004,352832,15,5,0,new.003.032.
